,data,labels,counterfactual_data,var_0,counter_var_0,var_1,counter_var_1,aux_0,counter_aux_0,aux_1,counter_aux_1,aux_2,counter_aux_2,aux_3,counter_aux_3,CF_Label_0,CF_FN_0,CF_Label_1,CF_FN_1,CF_Label_2,CF_FN_2,CF_Label_3,CF_FN_3,CF_Label_4,CF_FN_4,CF_Label_5,CF_FN_5
3259,111 4 113,101,52 5 113,4,105,97,88,2,57,107,47,115,57,107,47,92,var_0 counter_var_1 +,89,counter_var_0 var_1 +,94,aux_0 counter_aux_1 *,110,counter_aux_0 aux_1 *,94,aux_2 counter_aux_3 *,110,counter_aux_2 aux_3 *
3260,85 5 113,81,34 19 113,106,26,88,91,90,53,80,15,90,53,80,15,84,var_0 counter_var_1 +,1,counter_var_0 var_1 +,107,aux_0 counter_aux_1 *,59,counter_aux_0 aux_1 *,107,aux_2 counter_aux_3 *,59,counter_aux_2 aux_3 *
3261,75 98 113,89,87 37 113,88,111,1,100,60,11,90,50,173,124,-23,50,75,var_0 counter_var_1 +,112,counter_var_0 var_1 +,62,aux_0 counter_aux_1 *,86,counter_aux_0 aux_1 *,62,aux_2 counter_aux_3 *,86,counter_aux_2 aux_3 *
3262,95 72 113,112,93 76 113,98,61,14,100,54,56,23,17,167,169,23,17,85,var_0 counter_var_1 +,75,counter_var_0 var_1 +,14,aux_0 counter_aux_1 *,45,counter_aux_0 aux_1 *,14,aux_2 counter_aux_3 *,45,counter_aux_2 aux_3 *
3263,0 24 113,102,75 3 113,0,88,102,104,24,78,89,72,24,78,-24,72,104,var_0 counter_var_1 +,77,counter_var_0 var_1 +,33,aux_0 counter_aux_1 *,49,counter_aux_0 aux_1 *,33,aux_2 counter_aux_3 *,49,counter_aux_2 aux_3 *
3264,92 47 113,40,43 19 113,102,41,51,91,26,62,45,24,139,62,45,24,80,var_0 counter_var_1 +,92,counter_var_0 var_1 +,59,aux_0 counter_aux_1 *,78,counter_aux_0 aux_1 *,59,aux_2 counter_aux_3 *,78,counter_aux_2 aux_3 *
3265,24 30 113,15,39 32 113,11,52,4,106,54,71,107,7,54,71,-6,7,4,var_0 counter_var_1 +,56,counter_var_0 var_1 +,39,aux_0 counter_aux_1 *,26,counter_aux_0 aux_1 *,39,aux_2 counter_aux_3 *,26,counter_aux_2 aux_3 *
3266,0 23 113,36,105 102 113,0,64,36,105,23,94,90,3,23,207,-23,3,105,var_0 counter_var_1 +,100,counter_var_0 var_1 +,69,aux_0 counter_aux_1 *,98,counter_aux_0 aux_1 *,69,aux_2 counter_aux_3 *,98,counter_aux_2 aux_3 *
3267,44 101 113,97,52 21 113,15,105,82,11,32,73,56,31,145,73,-57,31,26,var_0 counter_var_1 +,74,counter_var_0 var_1 +,88,aux_0 counter_aux_1 *,20,counter_aux_0 aux_1 *,88,aux_2 counter_aux_3 *,20,counter_aux_2 aux_3 *
3268,43 72 113,55,62 101 113,41,2,14,82,2,50,84,74,115,163,-29,-39,10,var_0 counter_var_1 +,16,counter_var_0 var_1 +,35,aux_0 counter_aux_1 *,19,counter_aux_0 aux_1 *,35,aux_2 counter_aux_3 *,19,counter_aux_2 aux_3 *
3269,107 67 113,67,20 71 113,36,61,31,44,61,91,40,62,174,91,40,-51,80,var_0 counter_var_1 +,92,counter_var_0 var_1 +,53,aux_0 counter_aux_1 *,24,counter_aux_0 aux_1 *,53,aux_2 counter_aux_3 *,24,counter_aux_2 aux_3 *
3270,61 6 113,69,85 99 113,105,106,77,30,67,71,55,99,67,184,55,-14,22,var_0 counter_var_1 +,70,counter_var_0 var_1 +,79,aux_0 counter_aux_1 *,63,counter_aux_0 aux_1 *,79,aux_2 counter_aux_3 *,63,counter_aux_2 aux_3 *
3271,73 61 113,26,31 93 113,18,57,8,52,21,11,12,51,134,124,12,-62,70,var_0 counter_var_1 +,65,counter_var_0 var_1 +,54,aux_0 counter_aux_1 *,19,counter_aux_0 aux_1 *,54,aux_2 counter_aux_3 *,19,counter_aux_2 aux_3 *
3272,54 98 113,92,73 67 113,91,18,1,31,39,27,69,6,152,140,-44,6,9,var_0 counter_var_1 +,19,counter_var_0 var_1 +,8,aux_0 counter_aux_1 *,55,counter_aux_0 aux_1 *,8,aux_2 counter_aux_3 *,55,counter_aux_2 aux_3 *
3273,9 101 113,50,98 26 113,81,112,82,2,110,11,21,72,110,124,-92,72,83,var_0 counter_var_1 +,81,counter_var_0 var_1 +,10,aux_0 counter_aux_1 *,5,counter_aux_0 aux_1 *,10,aux_2 counter_aux_3 *,5,counter_aux_2 aux_3 *
3274,93 111 113,57,104 83 113,61,81,109,4,91,74,95,21,204,187,-18,21,65,var_0 counter_var_1 +,77,counter_var_0 var_1 +,103,aux_0 counter_aux_1 *,24,counter_aux_0 aux_1 *,103,aux_2 counter_aux_3 *,24,counter_aux_2 aux_3 *
3275,18 35 113,3,72 17 113,98,99,18,50,53,89,96,55,53,89,-17,55,35,var_0 counter_var_1 +,4,counter_var_0 var_1 +,90,aux_0 counter_aux_1 *,69,counter_aux_0 aux_1 *,90,aux_2 counter_aux_3 *,69,counter_aux_2 aux_3 *
3276,61 89 113,94,17 19 113,105,63,102,91,37,36,85,111,150,36,-28,-2,83,var_0 counter_var_1 +,52,counter_var_0 var_1 +,39,aux_0 counter_aux_1 *,9,counter_aux_0 aux_1 *,39,aux_2 counter_aux_3 *,9,counter_aux_2 aux_3 *
3277,10 64 113,72,1 70 113,100,1,85,72,74,71,59,44,74,71,-54,-69,59,var_0 counter_var_1 +,86,counter_var_0 var_1 +,92,aux_0 counter_aux_1 *,8,counter_aux_0 aux_1 *,92,aux_2 counter_aux_3 *,8,counter_aux_2 aux_3 *
3278,110 103 113,22,87 105 113,9,111,13,49,100,79,7,95,213,192,7,-18,58,var_0 counter_var_1 +,11,counter_var_0 var_1 +,8,aux_0 counter_aux_1 *,101,counter_aux_0 aux_1 *,8,aux_2 counter_aux_3 *,101,counter_aux_2 aux_3 *
3279,82 22 113,25,40 90 113,57,18,81,36,104,17,60,63,104,130,60,-50,93,var_0 counter_var_1 +,99,counter_var_0 var_1 +,111,aux_0 counter_aux_1 *,3,counter_aux_0 aux_1 *,111,aux_2 counter_aux_3 *,3,counter_aux_2 aux_3 *
3280,26 33 113,39,74 32 113,111,52,41,106,59,106,106,42,59,106,-7,42,104,var_0 counter_var_1 +,93,counter_var_0 var_1 +,105,aux_0 counter_aux_1 *,49,counter_aux_0 aux_1 *,105,aux_2 counter_aux_3 *,49,counter_aux_2 aux_3 *
3281,112 15 113,2,60 17 113,1,97,1,50,14,77,97,43,127,77,97,43,51,var_0 counter_var_1 +,98,counter_var_0 var_1 +,37,aux_0 counter_aux_1 *,11,counter_aux_0 aux_1 *,37,aux_2 counter_aux_3 *,11,counter_aux_2 aux_3 *
3282,99 57 113,111,84 88 113,83,50,28,53,43,59,42,109,156,172,42,-4,23,var_0 counter_var_1 +,78,counter_var_0 var_1 +,54,aux_0 counter_aux_1 *,105,counter_aux_0 aux_1 *,54,aux_2 counter_aux_3 *,105,counter_aux_2 aux_3 *
3283,1 62 113,112,110 27 113,1,9,111,62,63,24,52,83,63,137,-61,83,63,var_0 counter_var_1 +,7,counter_var_0 var_1 +,31,aux_0 counter_aux_1 *,5,counter_aux_0 aux_1 *,31,aux_2 counter_aux_3 *,5,counter_aux_2 aux_3 *
3284,0 64 113,85,15 29 113,0,112,85,63,64,44,49,99,64,44,-64,-14,63,var_0 counter_var_1 +,84,counter_var_0 var_1 +,8,aux_0 counter_aux_1 *,9,counter_aux_0 aux_1 *,8,aux_2 counter_aux_3 *,9,counter_aux_2 aux_3 *
3285,102 37 113,108,22 112 113,8,32,100,112,26,21,65,23,139,134,65,-90,7,var_0 counter_var_1 +,19,counter_var_0 var_1 +,33,aux_0 counter_aux_1 *,9,counter_aux_0 aux_1 *,33,aux_2 counter_aux_3 *,9,counter_aux_2 aux_3 *
3286,45 16 113,74,55 14 113,104,87,83,30,61,69,29,41,61,69,29,41,21,var_0 counter_var_1 +,57,counter_var_0 var_1 +,15,aux_0 counter_aux_1 *,80,counter_aux_0 aux_1 *,15,aux_2 counter_aux_3 *,80,counter_aux_2 aux_3 *
3287,35 50 113,81,89 20 113,95,11,99,52,85,109,98,69,85,109,-15,69,34,var_0 counter_var_1 +,110,counter_var_0 var_1 +,102,aux_0 counter_aux_1 *,60,counter_aux_0 aux_1 *,102,aux_2 counter_aux_3 *,60,counter_aux_2 aux_3 *
3288,4 81 113,9,28 41 113,16,106,106,14,85,69,36,100,85,69,-77,-13,30,var_0 counter_var_1 +,99,counter_var_0 var_1 +,25,aux_0 counter_aux_1 *,111,counter_aux_0 aux_1 *,25,aux_2 counter_aux_3 *,111,counter_aux_2 aux_3 *
3289,13 110 113,47,112 35 113,56,1,104,18,10,34,16,77,123,147,-97,77,74,var_0 counter_var_1 +,105,counter_var_0 var_1 +,92,aux_0 counter_aux_1 *,92,counter_aux_0 aux_1 *,92,aux_2 counter_aux_3 *,92,counter_aux_2 aux_3 *
3290,59 55 113,4,52 34 113,91,105,26,87,1,86,4,18,114,86,4,18,65,var_0 counter_var_1 +,18,counter_var_0 var_1 +,18,aux_0 counter_aux_1 *,5,counter_aux_0 aux_1 *,18,aux_2 counter_aux_3 *,5,counter_aux_2 aux_3 *
3291,65 107 113,8,19 66 113,44,22,77,51,59,85,71,66,172,85,-42,-47,95,var_0 counter_var_1 +,99,counter_var_0 var_1 +,52,aux_0 counter_aux_1 *,46,counter_aux_0 aux_1 *,52,aux_2 counter_aux_3 *,46,counter_aux_2 aux_3 *
3292,51 108 113,90,3 97 113,2,9,88,83,46,100,56,19,159,100,-57,-94,85,var_0 counter_var_1 +,97,counter_var_0 var_1 +,83,aux_0 counter_aux_1 *,63,counter_aux_0 aux_1 *,83,aux_2 counter_aux_3 *,63,counter_aux_2 aux_3 *
3293,80 0 113,72,50 49 113,72,14,0,85,80,99,80,1,80,99,80,1,44,var_0 counter_var_1 +,14,counter_var_0 var_1 +,80,aux_0 counter_aux_1 *,10,counter_aux_0 aux_1 *,80,aux_2 counter_aux_3 *,10,counter_aux_2 aux_3 *
3294,93 24 113,50,47 39 113,61,62,102,61,4,86,69,8,117,86,69,8,9,var_0 counter_var_1 +,51,counter_var_0 var_1 +,32,aux_0 counter_aux_1 *,58,counter_aux_0 aux_1 *,32,aux_2 counter_aux_3 *,58,counter_aux_2 aux_3 *
3295,79 108 113,1,2 22 113,26,4,88,81,74,24,84,93,187,24,-29,-20,107,var_0 counter_var_1 +,92,counter_var_0 var_1 +,102,aux_0 counter_aux_1 *,95,counter_aux_0 aux_1 *,102,aux_2 counter_aux_3 *,95,counter_aux_2 aux_3 *
3296,23 92 113,88,74 33 113,77,52,11,41,2,107,44,41,115,107,-69,41,5,var_0 counter_var_1 +,63,counter_var_0 var_1 +,82,aux_0 counter_aux_1 *,75,counter_aux_0 aux_1 *,82,aux_2 counter_aux_3 *,75,counter_aux_2 aux_3 *
3297,75 10 113,101,57 36 113,88,85,13,60,85,93,65,21,85,93,65,21,35,var_0 counter_var_1 +,98,counter_var_0 var_1 +,90,aux_0 counter_aux_1 *,56,counter_aux_0 aux_1 *,90,aux_2 counter_aux_3 *,56,counter_aux_2 aux_3 *
3298,2 14 113,34,77 37 113,4,53,30,100,16,1,101,40,16,114,-12,40,104,var_0 counter_var_1 +,83,counter_var_0 var_1 +,75,aux_0 counter_aux_1 *,101,counter_aux_0 aux_1 *,75,aux_2 counter_aux_3 *,101,counter_aux_2 aux_3 *
3299,43 109 113,25,60 21 113,41,97,97,11,39,81,47,39,152,81,-66,39,52,var_0 counter_var_1 +,81,counter_var_0 var_1 +,52,aux_0 counter_aux_1 *,78,counter_aux_0 aux_1 *,52,aux_2 counter_aux_3 *,78,counter_aux_2 aux_3 *
3300,49 101 113,110,18 13 113,28,98,82,57,37,31,61,5,150,31,-52,5,85,var_0 counter_var_1 +,67,counter_var_0 var_1 +,72,aux_0 counter_aux_1 *,83,counter_aux_0 aux_1 *,72,aux_2 counter_aux_3 *,83,counter_aux_2 aux_3 *
3301,7 74 113,110,60 106 113,49,97,61,64,81,53,46,67,81,166,-67,-46,0,var_0 counter_var_1 +,45,counter_var_0 var_1 +,3,aux_0 counter_aux_1 *,65,counter_aux_0 aux_1 *,3,aux_2 counter_aux_3 *,65,counter_aux_2 aux_3 *
3302,12 36 113,91,64 83 113,31,28,60,4,48,34,89,94,48,147,-24,-19,35,var_0 counter_var_1 +,88,counter_var_0 var_1 +,105,aux_0 counter_aux_1 *,88,counter_aux_0 aux_1 *,105,aux_2 counter_aux_3 *,88,counter_aux_2 aux_3 *
3303,70 42 113,85,102 12 113,41,8,44,82,112,1,28,90,112,114,28,90,10,var_0 counter_var_1 +,52,counter_var_0 var_1 +,23,aux_0 counter_aux_1 *,28,counter_aux_0 aux_1 *,23,aux_2 counter_aux_3 *,28,counter_aux_2 aux_3 *
3304,71 47 113,7,24 14 113,69,11,51,30,5,38,24,10,118,38,24,10,99,var_0 counter_var_1 +,62,counter_var_0 var_1 +,50,aux_0 counter_aux_1 *,8,counter_aux_0 aux_1 *,50,aux_2 counter_aux_3 *,8,counter_aux_2 aux_3 *
3305,11 77 113,68,93 98 113,8,61,60,1,88,78,47,108,88,191,-66,-5,9,var_0 counter_var_1 +,8,counter_var_0 var_1 +,12,aux_0 counter_aux_1 *,50,counter_aux_0 aux_1 *,12,aux_2 counter_aux_3 *,50,counter_aux_2 aux_3 *
3306,86 85 113,58,85 12 113,51,106,7,82,58,97,1,73,171,97,1,73,20,var_0 counter_var_1 +,0,counter_var_0 var_1 +,53,aux_0 counter_aux_1 *,97,counter_aux_0 aux_1 *,53,aux_2 counter_aux_3 *,97,counter_aux_2 aux_3 *
3307,1 89 113,103,47 93 113,1,62,102,52,90,27,25,67,90,140,-88,-46,53,var_0 counter_var_1 +,51,counter_var_0 var_1 +,41,aux_0 counter_aux_1 *,110,counter_aux_0 aux_1 *,41,aux_2 counter_aux_3 *,110,counter_aux_2 aux_3 *
3308,56 85 113,92,35 29 113,85,95,7,63,28,64,84,6,141,64,-29,6,35,var_0 counter_var_1 +,102,counter_var_0 var_1 +,55,aux_0 counter_aux_1 *,65,counter_aux_0 aux_1 *,55,aux_2 counter_aux_3 *,65,counter_aux_2 aux_3 *
3309,6 61 113,44,102 41 113,36,8,8,14,67,30,58,61,67,143,-55,61,50,var_0 counter_var_1 +,16,counter_var_0 var_1 +,19,aux_0 counter_aux_1 *,45,counter_aux_0 aux_1 *,19,aux_2 counter_aux_3 *,45,counter_aux_2 aux_3 *
3310,32 56 113,35,63 86 113,7,14,28,62,88,36,89,90,88,149,-24,-23,69,var_0 counter_var_1 +,42,counter_var_0 var_1 +,10,aux_0 counter_aux_1 *,40,counter_aux_0 aux_1 *,10,aux_2 counter_aux_3 *,40,counter_aux_2 aux_3 *
3311,60 64 113,69,58 18 113,97,87,85,15,11,76,109,40,124,76,-4,40,112,var_0 counter_var_1 +,59,counter_var_0 var_1 +,101,aux_0 counter_aux_1 *,35,counter_aux_0 aux_1 *,101,aux_2 counter_aux_3 *,35,counter_aux_2 aux_3 *
3312,38 76 113,75,47 58 113,88,62,100,26,1,105,75,102,114,105,-38,-11,1,var_0 counter_var_1 +,49,counter_var_0 var_1 +,102,aux_0 counter_aux_1 *,78,counter_aux_0 aux_1 *,102,aux_2 counter_aux_3 *,78,counter_aux_2 aux_3 *
3313,100 16 113,26,77 7 113,56,53,83,64,3,84,84,70,116,84,84,70,7,var_0 counter_var_1 +,23,counter_var_0 var_1 +,97,aux_0 counter_aux_1 *,50,counter_aux_0 aux_1 *,97,aux_2 counter_aux_3 *,50,counter_aux_2 aux_3 *
3314,82 86 113,6,52 76 113,57,105,62,100,55,15,109,89,168,128,-4,-24,44,var_0 counter_var_1 +,54,counter_var_0 var_1 +,36,aux_0 counter_aux_1 *,53,counter_aux_0 aux_1 *,36,aux_2 counter_aux_3 *,53,counter_aux_2 aux_3 *
3315,71 81 113,62,0 33 113,69,0,106,41,39,33,103,80,152,33,-10,-33,110,var_0 counter_var_1 +,106,counter_var_0 var_1 +,69,aux_0 counter_aux_1 *,9,counter_aux_0 aux_1 *,69,aux_2 counter_aux_3 *,9,counter_aux_2 aux_3 *
3316,61 49 113,77,34 44 113,105,26,85,98,110,78,12,103,110,78,12,-10,90,var_0 counter_var_1 +,111,counter_var_0 var_1 +,30,aux_0 counter_aux_1 *,32,counter_aux_0 aux_1 *,30,aux_2 counter_aux_3 *,32,counter_aux_2 aux_3 *
3317,111 67 113,35,97 3 113,4,30,31,104,65,100,44,94,178,100,44,94,108,var_0 counter_var_1 +,61,counter_var_0 var_1 +,8,aux_0 counter_aux_1 *,106,counter_aux_0 aux_1 *,8,aux_2 counter_aux_3 *,106,counter_aux_2 aux_3 *
3318,110 32 113,2,51 3 113,9,2,106,104,29,54,78,48,142,54,78,48,0,var_0 counter_var_1 +,108,counter_var_0 var_1 +,36,aux_0 counter_aux_1 *,31,counter_aux_0 aux_1 *,36,aux_2 counter_aux_3 *,31,counter_aux_2 aux_3 *
3319,12 98 113,32,68 3 113,31,104,1,104,110,71,27,65,110,71,-86,65,22,var_0 counter_var_1 +,105,counter_var_0 var_1 +,31,aux_0 counter_aux_1 *,109,counter_aux_0 aux_1 *,31,aux_2 counter_aux_3 *,109,counter_aux_2 aux_3 *
3320,102 66 113,59,26 105 113,8,111,51,49,55,18,36,34,168,131,36,-79,57,var_0 counter_var_1 +,49,counter_var_0 var_1 +,62,aux_0 counter_aux_1 *,83,counter_aux_0 aux_1 *,62,aux_2 counter_aux_3 *,83,counter_aux_2 aux_3 *
3321,95 26 113,100,39 83 113,98,52,2,4,8,9,69,69,121,122,69,-44,102,var_0 counter_var_1 +,54,counter_var_0 var_1 +,100,aux_0 counter_aux_1 *,56,counter_aux_0 aux_1 *,100,aux_2 counter_aux_3 *,56,counter_aux_2 aux_3 *
3322,26 98 113,112,45 104 113,111,104,1,32,11,36,41,54,124,149,-72,-59,30,var_0 counter_var_1 +,105,counter_var_0 var_1 +,29,aux_0 counter_aux_1 *,7,counter_aux_0 aux_1 *,29,aux_2 counter_aux_3 *,7,counter_aux_2 aux_3 *
3323,89 103 113,24,61 80 113,11,105,13,41,79,28,99,94,192,141,-14,-19,52,var_0 counter_var_1 +,5,counter_var_0 var_1 +,81,aux_0 counter_aux_1 *,60,counter_aux_0 aux_1 *,81,aux_2 counter_aux_3 *,60,counter_aux_2 aux_3 *
3324,43 88 113,94,23 69 113,41,77,53,98,18,92,68,67,131,92,-45,-46,26,var_0 counter_var_1 +,17,counter_var_0 var_1 +,76,aux_0 counter_aux_1 *,41,counter_aux_0 aux_1 *,76,aux_2 counter_aux_3 *,41,counter_aux_2 aux_3 *
3325,45 91 113,72,49 32 113,104,28,81,106,23,81,67,17,136,81,-46,17,97,var_0 counter_var_1 +,109,counter_var_0 var_1 +,52,aux_0 counter_aux_1 *,3,counter_aux_0 aux_1 *,52,aux_2 counter_aux_3 *,3,counter_aux_2 aux_3 *
3326,23 105 113,13,32 54 113,77,7,49,22,15,86,31,91,128,86,-82,-22,99,var_0 counter_var_1 +,56,counter_var_0 var_1 +,9,aux_0 counter_aux_1 *,67,counter_aux_0 aux_1 *,9,aux_2 counter_aux_3 *,67,counter_aux_2 aux_3 *
3327,55 0 113,87,66 60 113,87,62,0,16,55,13,55,6,55,126,55,6,103,var_0 counter_var_1 +,62,counter_var_0 var_1 +,104,aux_0 counter_aux_1 *,37,counter_aux_0 aux_1 *,104,aux_2 counter_aux_3 *,37,counter_aux_2 aux_3 *
3328,90 27 113,26,56 90 113,77,85,62,36,4,33,63,79,117,146,63,-34,0,var_0 counter_var_1 +,34,counter_var_0 var_1 +,90,aux_0 counter_aux_1 *,45,counter_aux_0 aux_1 *,90,aux_2 counter_aux_3 *,45,counter_aux_2 aux_3 *
3329,85 85 113,0,33 102 113,106,72,7,105,57,22,0,44,170,135,0,-69,98,var_0 counter_var_1 +,79,counter_var_0 var_1 +,22,aux_0 counter_aux_1 *,0,counter_aux_0 aux_1 *,22,aux_2 counter_aux_3 *,0,counter_aux_2 aux_3 *
3330,8 107 113,28,52 75 113,64,105,77,25,2,14,14,90,115,127,-99,-23,89,var_0 counter_var_1 +,69,counter_var_0 var_1 +,67,aux_0 counter_aux_1 *,83,counter_aux_0 aux_1 *,67,aux_2 counter_aux_3 *,83,counter_aux_2 aux_3 *
3331,49 26 113,30,85 83 113,28,106,2,4,75,55,23,2,75,168,23,2,32,var_0 counter_var_1 +,108,counter_var_0 var_1 +,37,aux_0 counter_aux_1 *,22,counter_aux_0 aux_1 *,37,aux_2 counter_aux_3 *,22,counter_aux_2 aux_3 *
3332,62 55 113,28,5 86 113,2,25,26,62,4,91,7,32,117,91,7,-81,64,var_0 counter_var_1 +,51,counter_var_0 var_1 +,15,aux_0 counter_aux_1 *,72,counter_aux_0 aux_1 *,15,aux_2 counter_aux_3 *,72,counter_aux_2 aux_3 *
3333,44 63 113,1,57 53 113,15,85,99,16,107,110,94,4,107,110,-19,4,31,var_0 counter_var_1 +,71,counter_var_0 var_1 +,89,aux_0 counter_aux_1 *,57,counter_aux_0 aux_1 *,89,aux_2 counter_aux_3 *,57,counter_aux_2 aux_3 *
3334,81 38 113,32,38 35 113,7,88,25,18,6,73,43,3,119,73,43,3,25,var_0 counter_var_1 +,0,counter_var_0 var_1 +,18,aux_0 counter_aux_1 *,88,counter_aux_0 aux_1 *,18,aux_2 counter_aux_3 *,88,counter_aux_2 aux_3 *
3335,86 61 113,59,78 80 113,51,95,8,41,34,45,25,111,147,158,25,-2,92,var_0 counter_var_1 +,103,counter_var_0 var_1 +,45,aux_0 counter_aux_1 *,108,counter_aux_0 aux_1 *,45,aux_2 counter_aux_3 *,108,counter_aux_2 aux_3 *
3336,88 41 113,74,102 7 113,60,8,14,64,16,109,47,95,129,109,47,95,11,var_0 counter_var_1 +,22,counter_var_0 var_1 +,51,aux_0 counter_aux_1 *,38,counter_aux_0 aux_1 *,51,aux_2 counter_aux_3 *,38,counter_aux_2 aux_3 *
3337,72 54 113,8,5 40 113,99,25,22,95,13,45,18,78,126,45,18,-35,81,var_0 counter_var_1 +,47,counter_var_0 var_1 +,110,aux_0 counter_aux_1 *,19,counter_aux_0 aux_1 *,110,aux_2 counter_aux_3 *,19,counter_aux_2 aux_3 *
3338,103 97 113,70,61 57 113,100,105,83,28,87,5,6,4,200,118,6,4,15,var_0 counter_var_1 +,75,counter_var_0 var_1 +,9,aux_0 counter_aux_1 *,30,counter_aux_0 aux_1 *,9,aux_2 counter_aux_3 *,30,counter_aux_2 aux_3 *
3339,13 9 113,88,44 110 113,56,15,32,104,22,41,4,47,22,154,4,-66,47,var_0 counter_var_1 +,47,counter_var_0 var_1 +,17,aux_0 counter_aux_1 *,51,counter_aux_0 aux_1 *,17,aux_2 counter_aux_3 *,51,counter_aux_2 aux_3 *
3340,34 9 113,58,55 100 113,26,87,32,57,43,42,25,68,43,155,25,-45,83,var_0 counter_var_1 +,6,counter_var_0 var_1 +,99,aux_0 counter_aux_1 *,33,counter_aux_0 aux_1 *,99,aux_2 counter_aux_3 *,33,counter_aux_2 aux_3 *
3341,20 3 113,52,50 77 113,61,14,104,60,23,14,17,86,23,127,17,-27,8,var_0 counter_var_1 +,5,counter_var_0 var_1 +,57,aux_0 counter_aux_1 *,12,counter_aux_0 aux_1 *,57,aux_2 counter_aux_3 *,12,counter_aux_2 aux_3 *
3342,106 89 113,38,48 26 113,49,44,102,2,82,74,17,22,195,74,17,22,51,var_0 counter_var_1 +,33,counter_var_0 var_1 +,109,aux_0 counter_aux_1 *,15,counter_aux_0 aux_1 *,109,aux_2 counter_aux_3 *,15,counter_aux_2 aux_3 *
3343,7 23 113,85,105 60 113,49,64,36,16,30,52,97,45,30,165,-16,45,65,var_0 counter_var_1 +,100,counter_var_0 var_1 +,107,aux_0 counter_aux_1 *,72,counter_aux_0 aux_1 *,107,aux_2 counter_aux_3 *,72,counter_aux_2 aux_3 *
3344,97 92 113,41,74 69 113,30,52,11,98,76,30,5,5,189,143,5,5,15,var_0 counter_var_1 +,63,counter_var_0 var_1 +,41,aux_0 counter_aux_1 *,37,counter_aux_0 aux_1 *,41,aux_2 counter_aux_3 *,37,counter_aux_2 aux_3 *
3345,63 81 113,7,77 112 113,14,53,106,112,31,76,95,78,144,189,-18,-35,13,var_0 counter_var_1 +,46,counter_var_0 var_1 +,45,aux_0 counter_aux_1 *,101,counter_aux_0 aux_1 *,45,aux_2 counter_aux_3 *,101,counter_aux_2 aux_3 *
3346,16 10 113,43,37 79 113,30,13,13,87,26,3,6,71,26,116,6,-42,4,var_0 counter_var_1 +,26,counter_var_0 var_1 +,38,aux_0 counter_aux_1 *,18,counter_aux_0 aux_1 *,38,aux_2 counter_aux_3 *,18,counter_aux_2 aux_3 *
3347,97 62 113,28,20 41 113,30,61,111,14,46,61,35,92,159,61,35,-21,44,var_0 counter_var_1 +,59,counter_var_0 var_1 +,51,aux_0 counter_aux_1 *,101,counter_aux_0 aux_1 *,51,aux_2 counter_aux_3 *,101,counter_aux_2 aux_3 *
3348,0 35 113,18,65 87 113,0,44,18,2,35,39,78,91,35,152,-35,-22,2,var_0 counter_var_1 +,62,counter_var_0 var_1 +,21,aux_0 counter_aux_1 *,104,counter_aux_0 aux_1 *,21,aux_2 counter_aux_3 *,104,counter_aux_2 aux_3 *
3349,76 95 113,28,18 26 113,13,98,15,2,58,44,94,105,171,44,-19,-8,15,var_0 counter_var_1 +,0,counter_var_0 var_1 +,101,aux_0 counter_aux_1 *,68,counter_aux_0 aux_1 *,101,aux_2 counter_aux_3 *,68,counter_aux_2 aux_3 *
3350,62 33 113,43,26 83 113,2,111,41,4,95,109,29,56,95,109,29,-57,6,var_0 counter_var_1 +,39,counter_var_0 var_1 +,9,aux_0 counter_aux_1 *,110,counter_aux_0 aux_1 *,9,aux_2 counter_aux_3 *,110,counter_aux_2 aux_3 *
3351,37 41 113,27,13 111 113,13,56,14,109,78,11,109,15,78,124,-4,-98,9,var_0 counter_var_1 +,70,counter_var_0 var_1 +,40,aux_0 counter_aux_1 *,69,counter_aux_0 aux_1 *,40,aux_2 counter_aux_3 *,69,counter_aux_2 aux_3 *
3352,21 89 113,91,108 28 113,102,25,102,7,110,23,45,80,110,136,-68,80,109,var_0 counter_var_1 +,14,counter_var_0 var_1 +,99,aux_0 counter_aux_1 *,18,counter_aux_0 aux_1 *,99,aux_2 counter_aux_3 *,18,counter_aux_2 aux_3 *
3353,54 78 113,109,28 108 113,91,106,18,88,19,23,89,33,132,136,-24,-80,66,var_0 counter_var_1 +,11,counter_var_0 var_1 +,62,aux_0 counter_aux_1 *,13,counter_aux_0 aux_1 *,62,aux_2 counter_aux_3 *,13,counter_aux_2 aux_3 *
3354,109 1 113,15,13 29 113,16,56,112,63,110,42,108,97,110,42,108,-16,79,var_0 counter_var_1 +,55,counter_var_0 var_1 +,48,aux_0 counter_aux_1 *,16,counter_aux_0 aux_1 *,48,aux_2 counter_aux_3 *,16,counter_aux_2 aux_3 *
3355,70 26 113,43,92 83 113,41,102,2,4,96,62,44,9,96,175,44,9,45,var_0 counter_var_1 +,104,counter_var_0 var_1 +,73,aux_0 counter_aux_1 *,16,counter_aux_0 aux_1 *,73,aux_2 counter_aux_3 *,16,counter_aux_2 aux_3 *
3356,20 58 113,87,74 8 113,61,52,26,49,78,82,75,66,78,82,-38,66,110,var_0 counter_var_1 +,78,counter_var_0 var_1 +,63,aux_0 counter_aux_1 *,48,counter_aux_0 aux_1 *,63,aux_2 counter_aux_3 *,48,counter_aux_2 aux_3 *
