,data,labels,counterfactual_data,var_0,counter_var_0
4182,40 87 113,14,20 9 113,14,29
4183,90 6 113,96,3 81 113,96,84
4184,43 83 113,13,88 43 113,13,18
4185,88 15 113,103,54 108 113,103,49
4186,39 25 113,64,2 41 113,64,43
4187,101 7 113,108,17 13 113,108,30
4188,29 11 113,40,11 59 113,40,70
4189,82 3 113,85,89 65 113,85,41
4190,84 91 113,62,98 110 113,62,95
4191,13 98 113,111,96 23 113,111,6
4192,55 17 113,72,12 16 113,72,28
4193,48 75 113,10,82 86 113,10,55
4194,18 27 113,45,82 3 113,45,85
4195,81 9 113,90,49 84 113,90,20
4196,8 87 113,95,57 72 113,95,16
4197,112 97 113,96,45 23 113,96,68
4198,109 61 113,57,45 45 113,57,90
4199,100 15 113,2,17 59 113,2,76
4200,101 24 113,12,69 13 113,12,82
4201,66 109 113,62,103 9 113,62,112
4202,71 105 113,63,94 60 113,63,41
4203,92 91 113,70,16 25 113,70,41
4204,89 94 113,70,9 108 113,70,4
4205,103 50 113,40,25 106 113,40,18
4206,50 23 113,73,69 29 113,73,98
4207,48 9 113,57,14 73 113,57,87
4208,45 45 113,90,1 104 113,90,105
4209,105 57 113,49,13 82 113,49,95
4210,2 49 113,51,70 13 113,51,83
4211,42 89 113,18,0 70 113,18,70
4212,45 60 113,105,66 66 113,105,19
4213,16 3 113,19,49 52 113,19,101
4214,83 37 113,7,0 77 113,7,77
4215,82 62 113,31,106 93 113,31,86
4216,11 13 113,24,96 43 113,24,26
4217,28 92 113,7,75 62 113,7,24
4218,94 57 113,38,4 39 113,38,43
4219,81 40 113,8,20 39 113,8,59
4220,25 64 113,89,92 106 113,89,85
4221,28 3 113,31,39 20 113,31,59
4222,49 37 113,86,13 92 113,86,105
4223,77 11 113,88,110 100 113,88,97
4224,0 69 113,69,9 64 113,69,73
4225,47 99 113,33,49 54 113,33,103
4226,57 111 113,55,84 8 113,55,92
4227,37 98 113,22,14 42 113,22,56
4228,4 30 113,34,80 105 113,34,72
4229,107 74 113,68,40 80 113,68,7
4230,72 32 113,104,101 57 113,104,45
4231,29 76 113,105,106 23 113,105,16
4232,3 87 113,90,82 101 113,90,70
4233,5 112 113,4,22 8 113,4,30
4234,17 105 113,9,68 88 113,9,43
4235,34 82 113,3,58 65 113,3,10
4236,30 38 113,68,59 35 113,68,94
4237,54 66 113,7,103 21 113,7,11
4238,44 19 113,63,47 6 113,63,53
4239,98 92 113,77,95 101 113,77,83
4240,31 88 113,6,64 40 113,6,104
4241,74 9 113,83,20 51 113,83,71
4242,89 8 113,97,104 16 113,97,7
4243,90 102 113,79,19 51 113,79,70
4244,16 73 113,89,85 72 113,89,44
4245,50 74 113,11,71 92 113,11,50
4246,102 36 113,25,0 4 113,25,4
4247,43 20 113,63,10 45 113,63,55
4248,56 32 113,88,48 55 113,88,103
4249,52 66 113,5,100 98 113,5,85
4250,86 109 113,82,90 70 113,82,47
4251,2 19 113,21,85 43 113,21,15
4252,94 84 113,65,26 64 113,65,90
4253,60 28 113,88,14 5 113,88,19
4254,80 52 113,19,91 56 113,19,34
4255,49 48 113,97,101 100 113,97,88
4256,100 105 113,92,82 54 113,92,23
4257,65 104 113,56,68 103 113,56,58
4258,88 42 113,17,105 106 113,17,98
4259,99 101 113,87,22 49 113,87,71
4260,2 50 113,52,60 35 113,52,95
4261,41 112 113,40,11 65 113,40,76
4262,65 112 113,64,2 89 113,64,91
4263,54 83 113,24,62 17 113,24,79
4264,101 68 113,56,26 92 113,56,5
4265,55 43 113,98,46 20 113,98,66
4266,73 44 113,4,65 82 113,4,34
4267,17 8 113,25,29 41 113,25,70
4268,79 9 113,88,101 32 113,88,20
4269,91 48 113,26,28 28 113,26,56
4270,28 47 113,75,104 87 113,75,78
4271,104 22 113,13,100 38 113,13,25
4272,35 6 113,41,105 104 113,41,96
4273,11 34 113,45,0 19 113,45,19
4274,30 85 113,2,43 86 113,2,16
4275,16 109 113,12,87 83 113,12,57
4276,68 82 113,37,73 60 113,37,20
4277,54 47 113,101,107 66 113,101,60
4278,27 110 113,24,100 112 113,24,99
4279,93 75 113,55,28 88 113,55,3
4280,28 30 113,58,82 12 113,58,94
4281,10 16 113,26,37 24 113,26,61
4282,22 75 113,97,27 32 113,97,59
4283,84 110 113,81,92 85 113,81,64
4284,88 98 113,73,22 5 113,73,27
4285,111 63 113,61,66 78 113,61,31
4286,2 47 113,49,23 80 113,49,103
4287,35 8 113,43,84 77 113,43,48
4288,93 7 113,100,46 59 113,100,105
4289,9 6 113,15,40 43 113,15,83
4290,82 101 113,70,101 106 113,70,94
4291,9 5 113,14,77 29 113,14,106
4292,84 86 113,57,0 87 113,57,87
4293,3 43 113,46,59 43 113,46,102
4294,90 55 113,32,29 97 113,32,13
4295,57 32 113,89,80 84 113,89,51
4296,56 44 113,100,102 83 113,100,72
4297,72 22 113,94,6 15 113,94,21
4298,48 71 113,6,109 110 113,6,106
4299,72 31 113,103,67 82 113,103,36
4300,44 24 113,68,76 49 113,68,12
4301,45 93 113,25,14 90 113,25,104
4302,50 3 113,53,52 67 113,53,6
4303,111 66 113,64,58 58 113,64,3
4304,48 89 113,24,24 77 113,24,101
4305,3 73 113,76,4 90 113,76,94
4306,111 42 113,40,109 73 113,40,69
4307,108 3 113,111,84 93 113,111,64
4308,88 100 113,75,40 51 113,75,91
4309,39 18 113,57,81 82 113,57,50
4310,56 61 113,4,26 82 113,4,108
4311,38 112 113,37,15 58 113,37,73
4312,45 46 113,91,39 98 113,91,24
4313,94 22 113,3,71 25 113,3,96
4314,104 63 113,54,75 32 113,54,107
4315,52 74 113,13,105 35 113,13,27
4316,41 67 113,108,38 94 113,108,19
4317,55 47 113,102,103 88 113,102,78
4318,94 78 113,59,69 19 113,59,88
4319,22 106 113,15,15 97 113,15,112
4320,65 99 113,51,21 3 113,51,24
4321,59 24 113,83,64 88 113,83,39
4322,15 40 113,55,107 9 113,55,3
4323,72 45 113,4,84 78 113,4,49
4324,93 12 113,105,80 65 113,105,32
4325,25 108 113,20,55 71 113,20,13
4326,73 85 113,45,89 62 113,45,38
4327,66 86 113,39,56 111 113,39,54
4328,83 13 113,96,112 45 113,96,44
4329,26 18 113,44,85 32 113,44,4
4330,94 50 113,31,103 96 113,31,86
4331,96 13 113,109,22 104 113,109,13
4332,98 96 113,81,6 67 113,81,73
4333,25 87 113,112,44 43 113,112,87
4334,69 101 113,57,103 79 113,57,69
4335,33 35 113,68,16 10 113,68,26
4336,15 7 113,22,92 109 113,22,88
4337,36 47 113,83,70 64 113,83,21
4338,48 53 113,101,104 86 113,101,77
4339,29 70 113,99,55 17 113,99,72
4340,78 95 113,60,10 76 113,60,86
4341,30 99 113,16,100 65 113,16,52
4342,0 106 113,106,1 8 113,106,9
4343,95 23 113,5,86 87 113,5,60
4344,3 102 113,105,34 95 113,105,16
4345,73 110 113,70,103 84 113,70,74
4346,61 39 113,100,6 38 113,100,44
4347,12 24 113,36,21 28 113,36,49
4348,22 61 113,83,88 47 113,83,22
4349,108 24 113,19,4 13 113,19,17
4350,8 70 113,78,108 62 113,78,57
4351,38 63 113,101,96 55 113,101,38
4352,30 45 113,75,29 12 113,75,41
4353,51 84 113,22,45 90 113,22,22
4354,96 7 113,103,64 5 113,103,69
4355,32 79 113,111,8 28 113,111,36
4356,107 73 113,67,46 6 113,67,52
4357,87 51 113,25,109 79 113,25,75
4358,59 47 113,106,48 78 113,106,13
4359,73 94 113,54,12 30 113,54,42
4360,59 60 113,6,6 45 113,6,51
4361,54 11 113,65,95 56 113,65,38
4362,64 27 113,91,62 41 113,91,103
4363,87 112 113,86,70 28 113,86,98
4364,95 16 113,111,76 61 113,111,24
4365,34 78 113,112,89 32 113,112,8
4366,57 73 113,17,81 86 113,17,54
4367,111 73 113,71,28 2 113,71,30
4368,14 87 113,101,19 73 113,101,92
4369,25 99 113,11,23 102 113,11,12
4370,64 12 113,76,22 89 113,76,111
4371,1 104 113,105,78 94 113,105,59
4372,103 92 113,82,41 23 113,82,64
4373,73 35 113,108,53 76 113,108,16
4374,100 59 113,46,55 102 113,46,44
4375,41 70 113,111,9 79 113,111,88
4376,78 21 113,99,77 64 113,99,28
4377,2 32 113,34,32 88 113,34,7
4378,110 76 113,73,106 57 113,73,50
4379,99 12 113,111,15 57 113,111,72
4380,29 63 113,92,39 53 113,92,92
4381,88 92 113,67,13 26 113,67,39
4382,73 37 113,110,102 25 113,110,14
4383,37 53 113,90,33 70 113,90,103
4384,73 2 113,75,11 86 113,75,97
4385,76 34 113,110,25 35 113,110,60
4386,89 80 113,56,97 11 113,56,108
4387,9 58 113,67,82 6 113,67,88
4388,57 85 113,29,31 49 113,29,80
4389,84 56 113,27,7 59 113,27,66
4390,38 95 113,20,96 80 113,20,63
4391,4 108 113,112,82 111 113,112,80
4392,53 109 113,49,34 16 113,49,50
4393,67 51 113,5,79 98 113,5,64
4394,3 111 113,1,89 71 113,1,47
4395,48 48 113,96,105 75 113,96,67
4396,75 49 113,11,53 74 113,11,14
4397,23 4 113,27,5 36 113,27,41
4398,109 26 113,22,53 36 113,22,89
4399,98 22 113,7,29 8 113,7,37
4400,22 5 113,27,39 22 113,27,61
4401,24 109 113,20,4 8 113,20,12
4402,80 92 113,59,54 106 113,59,47
4403,13 58 113,71,101 82 113,71,70
4404,58 67 113,12,87 56 113,12,30
4405,29 107 113,23,40 88 113,23,15
4406,14 58 113,72,96 103 113,72,86
4407,84 17 113,101,48 64 113,101,112
4408,34 35 113,69,105 74 113,69,66
4409,61 57 113,5,95 86 113,5,68
4410,111 87 113,85,40 106 113,85,33
4411,8 38 113,46,72 107 113,46,66
4412,47 30 113,77,62 82 113,77,31
4413,42 97 113,26,28 54 113,26,82
4414,107 109 113,103,33 87 113,103,7
4415,111 0 113,111,17 34 113,111,51
4416,4 8 113,12,70 49 113,12,6
4417,112 89 113,88,94 95 113,88,76
4418,78 30 113,108,86 92 113,108,65
4419,48 33 113,81,11 73 113,81,84
4420,70 37 113,107,39 88 113,107,14
4421,89 63 113,39,23 90 113,39,0
4422,39 61 113,100,100 46 113,100,33
4423,31 81 113,112,85 66 113,112,38
4424,1 42 113,43,1 49 113,43,50
4425,51 3 113,54,21 111 113,54,19
4426,12 64 113,76,66 12 113,76,78
4427,21 103 113,11,2 2 113,11,4
4428,80 51 113,18,50 31 113,18,81
4429,77 111 113,75,100 31 113,75,18
4430,14 47 113,61,56 106 113,61,49
4431,24 59 113,83,27 44 113,83,71
4432,27 29 113,56,77 1 113,56,78
4433,48 8 113,56,41 14 113,56,55
4434,97 85 113,69,49 112 113,69,48
4435,34 61 113,95,45 41 113,95,86
4436,84 62 113,33,84 76 113,33,47
4437,25 95 113,7,62 104 113,7,53
4438,11 62 113,73,23 2 113,73,25
4439,75 88 113,50,36 73 113,50,109
4440,36 96 113,19,65 9 113,19,74
4441,57 14 113,71,59 67 113,71,13
4442,102 104 113,93,40 40 113,93,80
4443,13 1 113,14,60 3 113,14,63
4444,93 86 113,66,85 11 113,66,96
4445,31 26 113,57,92 51 113,57,30
4446,69 10 113,79,109 0 113,79,109
4447,75 69 113,31,62 22 113,31,84
4448,19 40 113,59,72 71 113,59,30
4449,66 74 113,27,112 90 113,27,89
4450,2 73 113,75,96 40 113,75,23
4451,61 38 113,99,60 76 113,99,23
4452,11 57 113,68,106 25 113,68,18
4453,23 35 113,58,32 8 113,58,40
4454,40 84 113,11,21 33 113,11,54
4455,39 84 113,10,9 19 113,10,28
4456,85 76 113,48,88 64 113,48,39
4457,84 28 113,112,76 101 113,112,64
4458,81 52 113,20,21 112 113,20,20
4459,9 52 113,61,11 90 113,61,101
4460,87 48 113,22,58 97 113,22,42
4461,85 32 113,4,106 75 113,4,68
4462,98 101 113,86,16 92 113,86,108
4463,49 52 113,101,10 13 113,101,23
4464,70 44 113,1,40 30 113,1,70
4465,72 56 113,15,56 101 113,15,44
4466,47 9 113,56,87 72 113,56,46
4467,85 80 113,52,73 11 113,52,84
4468,26 28 113,54,14 30 113,54,44
4469,66 76 113,29,90 18 113,29,108
4470,61 11 113,72,25 5 113,72,30
4471,93 94 113,74,7 81 113,74,88
4472,102 89 113,78,83 46 113,78,16
4473,49 70 113,6,33 107 113,6,27
4474,22 71 113,93,76 76 113,93,39
4475,36 80 113,3,105 5 113,3,110
4476,32 48 113,80,10 74 113,80,84
4477,43 75 113,5,45 106 113,5,38
4478,76 31 113,107,83 35 113,107,5
4479,62 7 113,69,78 76 113,69,41
4480,55 2 113,57,101 29 113,57,17
4481,35 105 113,27,32 4 113,27,36
4482,110 55 113,52,58 86 113,52,31
4483,58 39 113,97,33 41 113,97,74
4484,76 44 113,7,56 84 113,7,27
4485,72 84 113,43,61 110 113,43,58
4486,82 70 113,39,9 104 113,39,0
4487,15 95 113,110,4 12 113,110,16
4488,19 9 113,28,87 41 113,28,15
4489,10 65 113,75,101 65 113,75,53
4490,87 95 113,69,91 98 113,69,76
4491,75 24 113,99,23 45 113,99,68
4492,50 67 113,4,20 103 113,4,10
4493,22 63 113,85,37 38 113,85,75
4494,76 45 113,8,112 48 113,8,47
4495,34 20 113,54,98 21 113,54,6
4496,108 51 113,46,53 95 113,46,35
4497,94 30 113,11,49 100 113,11,36
4498,44 70 113,1,103 29 113,1,19
4499,97 20 113,4,2 73 113,4,75
4500,110 70 113,67,18 100 113,67,5
4501,105 58 113,50,35 7 113,50,42
4502,39 73 113,112,28 5 113,112,33
4503,13 10 113,23,112 56 113,23,55
4504,109 24 113,20,26 39 113,20,65
4505,7 68 113,75,67 22 113,75,89
4506,4 18 113,22,66 1 113,22,67
4507,111 38 113,36,106 99 113,36,92
4508,87 83 113,57,107 93 113,57,87
4509,49 7 113,56,66 92 113,56,45
4510,102 42 113,31,37 35 113,31,72
4511,22 52 113,74,18 53 113,74,71
4512,71 112 113,70,44 21 113,70,65
4513,17 3 113,20,17 107 113,20,11
4514,17 80 113,97,41 101 113,97,29
4515,61 66 113,14,26 57 113,14,83
4516,95 62 113,44,80 59 113,44,26
4517,14 79 113,93,7 18 113,93,25
4518,40 46 113,86,101 110 113,86,98
4519,60 103 113,50,52 8 113,50,60
4520,53 89 113,29,19 13 113,29,32
4521,26 21 113,47,12 78 113,47,90
4522,22 26 113,48,56 27 113,48,83
4523,35 66 113,101,64 19 113,101,83
4524,69 25 113,94,70 51 113,94,8
4525,41 64 113,105,50 44 113,105,94
4526,91 17 113,108,73 2 113,108,75
4527,6 62 113,68,91 107 113,68,85
4528,5 31 113,36,70 22 113,36,92
4529,50 13 113,63,110 38 113,63,35
4530,64 0 113,64,53 37 113,64,90
4531,85 0 113,85,68 64 113,85,19
4532,24 38 113,62,103 98 113,62,88
4533,74 14 113,88,3 82 113,88,85
4534,79 99 113,65,24 96 113,65,7
4535,83 72 113,42,69 57 113,42,13
4536,99 16 113,2,110 20 113,2,17
4537,102 31 113,20,63 73 113,20,23
4538,73 51 113,11,4 25 113,11,29
4539,79 35 113,1,82 32 113,1,1
4540,69 17 113,86,59 32 113,86,91
4541,22 46 113,68,7 6 113,68,13
4542,99 92 113,78,30 70 113,78,100
4543,55 21 113,76,76 102 113,76,65
4544,80 3 113,83,31 77 113,83,108
4545,38 96 113,21,30 98 113,21,15
4546,110 45 113,42,67 36 113,42,103
4547,100 61 113,48,22 53 113,48,75
4548,97 39 113,23,50 46 113,23,96
4549,77 54 113,18,49 56 113,18,105
4550,68 69 113,24,11 22 113,24,33
4551,80 26 113,106,21 46 113,106,67
4552,66 94 113,47,106 74 113,47,67
4553,14 65 113,79,16 6 113,79,22
4554,76 91 113,54,67 60 113,54,14
4555,67 38 113,105,83 91 113,105,61
4556,20 25 113,45,44 2 113,45,46
4557,1 68 113,69,53 24 113,69,77
4558,104 80 113,71,33 9 113,71,42
4559,35 5 113,40,56 77 113,40,20
4560,34 94 113,15,7 42 113,15,49
4561,80 62 113,29,13 86 113,29,99
4562,24 47 113,71,78 25 113,71,103
4563,89 23 113,112,2 55 113,112,57
4564,111 60 113,58,45 111 113,58,43
4565,50 71 113,8,71 14 113,8,85
4566,49 80 113,16,69 106 113,16,62
4567,30 24 113,54,54 64 113,54,5
4568,16 107 113,10,20 105 113,10,12
4569,7 1 113,8,83 5 113,8,88
4570,98 72 113,57,102 73 113,57,62
4571,71 24 113,95,62 98 113,95,47
4572,42 30 113,72,85 23 113,72,108
4573,99 8 113,107,79 69 113,107,35
4574,58 20 113,78,50 105 113,78,42
4575,2 84 113,86,31 22 113,86,53
4576,26 55 113,81,111 23 113,81,21
4577,18 18 113,36,84 103 113,36,74
4578,105 33 113,25,54 85 113,25,26
4579,6 64 113,70,46 70 113,70,3
4580,67 97 113,51,93 73 113,51,53
4581,56 64 113,7,63 76 113,7,26
4582,25 58 113,83,11 20 113,83,31
4583,106 71 113,64,96 102 113,64,85
4584,60 88 113,35,93 92 113,35,72
4585,96 45 113,28,71 6 113,28,77
4586,72 0 113,72,32 87 113,72,6
4587,71 48 113,6,15 81 113,6,96
4588,35 102 113,24,98 4 113,24,102
4589,65 92 113,44,105 31 113,44,23
4590,11 58 113,69,3 93 113,69,96
4591,14 103 113,4,90 108 113,4,85
4592,69 32 113,101,38 87 113,101,12
4593,72 70 113,29,110 47 113,29,44
4594,75 87 113,49,46 35 113,49,81
4595,18 20 113,38,70 63 113,38,20
4596,40 25 113,65,89 85 113,65,61
4597,68 58 113,13,85 4 113,13,89
4598,29 14 113,43,44 65 113,43,109
4599,43 6 113,49,76 107 113,49,70
4600,78 69 113,34,87 88 113,34,62
4601,79 40 113,6,16 26 113,6,42
4602,41 22 113,63,101 73 113,63,61
4603,85 2 113,87,35 62 113,87,97
4604,53 91 113,31,23 83 113,31,106
4605,105 101 113,93,69 20 113,93,89
4606,9 68 113,77,73 0 113,77,73
4607,92 3 113,95,15 7 113,95,22
4608,36 37 113,73,1 62 113,73,63
4609,31 102 113,20,62 13 113,20,75
4610,34 69 113,103,86 15 113,103,101
4611,104 47 113,38,73 13 113,38,86
4612,23 108 113,18,75 31 113,18,106
4613,77 93 113,57,79 53 113,57,19
4614,23 91 113,1,107 78 113,1,72
4615,69 40 113,109,45 32 113,109,77
4616,90 99 113,76,66 34 113,76,100
4617,82 104 113,73,61 8 113,73,69
4618,32 57 113,89,76 93 113,89,56
4619,85 105 113,77,38 55 113,77,93
4620,22 10 113,32,84 14 113,32,98
4621,35 56 113,91,87 36 113,91,10
4622,62 70 113,19,46 54 113,19,100
4623,34 24 113,58,37 84 113,58,8
4624,101 4 113,105,37 6 113,105,43
4625,95 29 113,11,12 36 113,11,48
4626,42 67 113,109,96 48 113,109,31
4627,47 39 113,86,87 75 113,86,49
4628,102 103 113,92,40 111 113,92,38
4629,83 39 113,9,22 28 113,9,50
4630,36 87 113,10,12 13 113,10,25
4631,71 109 113,67,39 65 113,67,104
4632,28 109 113,24,100 57 113,24,44
4633,31 40 113,71,66 23 113,71,89
4634,109 48 113,44,11 63 113,44,74
4635,53 20 113,73,26 94 113,73,7
4636,12 60 113,72,18 43 113,72,61
4637,9 108 113,4,94 55 113,4,36
4638,33 82 113,2,31 44 113,2,75
4639,27 67 113,94,22 11 113,94,33
4640,26 110 113,23,75 15 113,23,90
4641,69 49 113,5,57 29 113,5,86
4642,77 48 113,12,70 46 113,12,3
4643,89 18 113,107,67 3 113,107,70
4644,10 56 113,66,62 83 113,66,32
4645,44 108 113,39,72 61 113,39,20
4646,25 54 113,79,85 30 113,79,2
4647,94 67 113,48,35 108 113,48,30
4648,83 97 113,67,34 93 113,67,14
4649,60 56 113,3,111 55 113,3,53
4650,93 100 113,80,88 0 113,80,88
4651,53 97 113,37,55 2 113,37,57
4652,106 54 113,47,44 94 113,47,25
4653,66 50 113,3,64 99 113,3,50
4654,64 47 113,111,25 94 113,111,6
4655,24 0 113,24,110 50 113,24,47
4656,40 53 113,93,112 2 113,93,1
4657,14 93 113,107,35 48 113,107,83
4658,79 110 113,76,33 58 113,76,91
4659,100 37 113,24,90 38 113,24,15
4660,97 68 113,52,99 75 113,52,61
4661,93 82 113,62,55 52 113,62,107
4662,48 63 113,111,81 104 113,111,72
4663,0 87 113,87,84 66 113,87,37
4664,53 6 113,59,82 87 113,59,56
4665,103 77 113,67,97 99 113,67,83
4666,87 78 113,52,112 82 113,52,81
4667,1 92 113,93,95 17 113,93,112
4668,79 38 113,4,101 7 113,4,108
4669,51 5 113,56,48 54 113,56,102
4670,12 41 113,53,81 69 113,53,37
4671,84 70 113,41,2 30 113,41,32
4672,5 22 113,27,101 112 113,27,100
4673,82 112 113,81,57 47 113,81,104
4674,41 0 113,41,112 19 113,41,18
4675,68 94 113,49,52 64 113,49,3
4676,53 47 113,100,76 11 113,100,87
4677,97 100 113,84,15 9 113,84,24
4678,107 103 113,97,78 7 113,97,85
4679,36 92 113,15,66 10 113,15,76
4680,82 41 113,10,68 41 113,10,109
4681,101 5 113,106,97 25 113,106,9
4682,30 76 113,106,52 62 113,106,1
4683,7 15 113,22,10 18 113,22,28
4684,47 82 113,16,81 107 113,16,75
4685,6 79 113,85,80 14 113,85,94
4686,78 68 113,33,75 39 113,33,1
4687,70 69 113,26,2 99 113,26,101
4688,12 4 113,16,76 27 113,16,103
4689,93 13 113,106,44 12 113,106,56
4690,99 35 113,21,80 1 113,21,81
4691,29 41 113,70,82 89 113,70,58
4692,78 52 113,17,3 4 113,17,7
4693,108 38 113,33,38 83 113,33,8
4694,106 99 113,92,81 48 113,92,16
4695,66 27 113,93,94 35 113,93,16
4696,20 81 113,101,70 98 113,101,55
4697,59 106 113,52,70 34 113,52,104
4698,58 57 113,2,68 28 113,2,96
4699,8 18 113,26,100 6 113,26,106
4700,14 69 113,83,109 18 113,83,14
4701,107 0 113,107,101 48 113,107,36
4702,97 11 113,108,74 20 113,108,94
4703,25 42 113,67,30 105 113,67,22
4704,57 88 113,32,7 68 113,32,75
4705,48 2 113,50,84 90 113,50,61
4706,72 108 113,67,83 104 113,67,74
4707,82 77 113,46,87 6 113,46,93
4708,90 63 113,40,28 42 113,40,70
4709,101 65 113,53,72 42 113,53,1
4710,74 90 113,51,14 76 113,51,90
4711,76 98 113,61,112 88 113,61,87
4712,80 36 113,3,55 42 113,3,97
4713,94 76 113,57,88 95 113,57,70
4714,26 36 113,62,1 40 113,62,41
4715,91 31 113,9,84 24 113,9,108
4716,99 73 113,59,9 47 113,59,56
4717,1 33 113,34,32 95 113,34,14
4718,24 14 113,38,30 111 113,38,28
4719,86 105 113,78,101 61 113,78,49
4720,12 1 113,13,99 58 113,13,44
4721,1 64 113,65,67 2 113,65,69
4722,108 60 113,55,71 81 113,55,39
4723,67 25 113,92,48 14 113,92,62
4724,104 30 113,21,76 24 113,21,100
4725,47 37 113,84,38 28 113,84,66
4726,40 93 113,20,110 57 113,20,54
4727,91 98 113,76,83 34 113,76,4
4728,106 92 113,85,25 90 113,85,2
4729,38 103 113,28,100 90 113,28,77
4730,29 44 113,73,107 13 113,73,7
4731,48 55 113,103,19 48 113,103,67
4732,74 8 113,82,0 108 113,82,108
4733,19 45 113,64,84 52 113,64,23
4734,7 70 113,77,61 86 113,77,34
4735,21 44 113,65,102 109 113,65,98
4736,109 3 113,112,107 61 113,112,55
4737,62 31 113,93,32 10 113,93,42
4738,96 4 113,100,61 3 113,100,64
4739,15 19 113,34,8 39 113,34,47
4740,15 42 113,57,51 43 113,57,94
4741,72 98 113,57,16 86 113,57,102
4742,45 5 113,50,6 87 113,50,93
4743,61 48 113,109,72 28 113,109,100
4744,10 1 113,11,27 66 113,11,93
4745,83 26 113,109,49 74 113,109,10
4746,77 52 113,16,30 77 113,16,107
4747,103 56 113,46,68 68 113,46,23
4748,99 4 113,103,2 107 113,103,109
4749,81 99 113,67,39 44 113,67,83
4750,95 109 113,91,43 60 113,91,103
4751,89 31 113,7,28 107 113,7,22
4752,39 7 113,46,11 17 113,46,28
4753,101 86 113,74,24 37 113,74,61
4754,38 65 113,103,96 65 113,103,48
4755,66 84 113,37,16 73 113,37,89
4756,22 48 113,70,96 24 113,70,7
4757,68 28 113,96,18 51 113,96,69
4758,61 101 113,49,27 104 113,49,18
4759,69 39 113,108,75 16 113,108,91
4760,90 100 113,77,68 8 113,77,76
4761,59 64 113,10,22 13 113,10,35
4762,20 16 113,36,108 26 113,36,21
4763,32 52 113,84,5 71 113,84,76
4764,81 102 113,70,22 34 113,70,56
4765,76 51 113,14,14 63 113,14,77
4766,37 101 113,25,52 20 113,25,72
4767,109 49 113,45,35 98 113,45,20
4768,96 19 113,2,23 34 113,2,57
4769,75 25 113,100,47 109 113,100,43
4770,10 10 113,20,77 87 113,20,51
4771,78 53 113,18,96 52 113,18,35
4772,46 16 113,62,44 13 113,62,57
4773,50 24 113,74,27 96 113,74,10
4774,39 24 113,63,0 55 113,63,55
4775,70 18 113,88,102 88 113,88,77
4776,98 56 113,41,102 9 113,41,111
4777,34 66 113,100,106 66 113,100,59
4778,110 94 113,91,36 70 113,91,106
4779,64 63 113,14,63 88 113,14,38
4780,65 5 113,70,78 16 113,70,94
4781,63 36 113,99,110 71 113,99,68
4782,78 40 113,5,34 38 113,5,72
4783,110 108 113,105,45 30 113,105,75
4784,109 80 113,76,75 34 113,76,109
4785,53 62 113,2,99 31 113,2,17
4786,92 26 113,5,97 93 113,5,77
4787,11 53 113,64,99 101 113,64,87
4788,106 49 113,42,54 107 113,42,48
4789,101 52 113,40,102 14 113,40,3
4790,64 37 113,101,99 112 113,101,98
4791,11 2 113,13,21 4 113,13,25
4792,5 51 113,56,96 59 113,56,42
4793,14 95 113,109,110 78 113,109,75
4794,78 54 113,19,93 65 113,19,45
4795,39 102 113,28,51 41 113,28,92
4796,26 63 113,89,0 25 113,89,25
4797,102 112 113,101,96 86 113,101,69
4798,35 97 113,19,1 36 113,19,37
4799,19 62 113,81,93 84 113,81,64
4800,5 40 113,45,52 0 113,45,52
4801,83 50 113,20,49 26 113,20,75
4802,50 54 113,104,18 108 113,104,13
4803,50 28 113,78,8 30 113,78,38
4804,8 106 113,1,50 98 113,1,35
4805,3 104 113,107,3 110 113,107,0
4806,54 4 113,58,25 51 113,58,76
4807,108 67 113,62,2 75 113,62,77
4808,8 91 113,99,11 78 113,99,89
4809,10 82 113,92,100 84 113,92,71
4810,95 2 113,97,104 25 113,97,16
4811,84 30 113,1,54 66 113,1,7
4812,94 56 113,37,19 10 113,37,29
4813,51 4 113,55,111 53 113,55,51
4814,90 93 113,70,94 101 113,70,82
4815,35 34 113,69,20 44 113,69,64
4816,112 9 113,8,100 111 113,8,98
4817,77 59 113,23,17 6 113,23,23
4818,18 85 113,103,17 81 113,103,98
4819,23 86 113,109,27 89 113,109,3
4820,104 61 113,52,63 4 113,52,67
4821,50 36 113,86,26 78 113,86,104
4822,33 9 113,42,23 31 113,42,54
4823,95 5 113,100,67 42 113,100,109
4824,7 5 113,12,47 18 113,12,65
4825,77 29 113,106,54 18 113,106,72
4826,80 46 113,13,24 85 113,13,109
4827,65 43 113,108,41 110 113,108,38
4828,65 97 113,49,13 10 113,49,23
4829,55 41 113,96,95 13 113,96,108
4830,4 21 113,25,94 16 113,25,110
4831,105 3 113,108,95 65 113,108,47
4832,40 77 113,4,9 112 113,4,8
4833,105 11 113,3,61 20 113,3,81
4834,46 14 113,60,53 48 113,60,101
